date,category,contracts
2025-05-15,Economics,9070
2025-05-15,Financials,2520
2025-05-15,Football,0
2025-05-15,Other,0
2025-05-15,Politics,757
2025-05-15,Science and Technology,0
2025-05-15,Weather,1331
2025-05-16,Basketball (pro),0
2025-05-16,Commodities,3387
2025-05-16,Crypto,0
2025-05-16,Economics,10026
2025-05-16,Financials,13769
2025-05-16,Football,0
2025-05-16,Other,0
2025-05-16,Politics,945
2025-05-16,Science and Technology,0
2025-05-16,Weather,40
2025-05-17,Basketball (pro),0
2025-05-17,Commodities,510
2025-05-17,Crypto,0
2025-05-17,Economics,50
2025-05-17,Financials,0
2025-05-17,Football,0
2025-05-17,Other,0
2025-05-17,Politics,400
2025-05-17,Science and Technology,0
2025-05-17,Weather,0
2025-05-18,Basketball (pro),0
2025-05-18,Commodities,10
2025-05-18,Crypto,0
2025-05-18,Economics,1315
2025-05-18,Financials,0
2025-05-18,Football,0
2025-05-18,Other,0
2025-05-18,Politics,70
2025-05-18,Science and Technology,0
2025-05-18,Weather,40
2025-05-19,Basketball (pro),0
2025-05-19,Commodities,24809
2025-05-19,Crypto,0
2025-05-19,Economics,18147
2025-05-19,Financials,10945
2025-05-19,Football,0
2025-05-19,Other,0
2025-05-19,Politics,2012
2025-05-19,Science and Technology,0
2025-05-19,Weather,271
2025-05-20,Basketball (pro),0
2025-05-20,Commodities,11731
2025-05-20,Crypto,0
2025-05-20,Economics,8711
2025-05-20,Financials,29980
2025-05-20,Football,0
2025-05-20,Other,0
2025-05-20,Politics,190
2025-05-20,Science and Technology,0
2025-05-20,Weather,543
2025-05-21,Basketball (pro),0
2025-05-21,Commodities,32756
2025-05-21,Crypto,0
2025-05-21,Economics,6414
2025-05-21,Financials,25054
2025-05-21,Football,0
2025-05-21,Other,0
2025-05-21,Politics,2128
2025-05-21,Science and Technology,0
2025-05-21,Weather,1910
2025-05-22,Basketball (pro),0
2025-05-22,Commodities,21506
2025-05-22,Crypto,0
2025-05-22,Economics,8021
2025-05-22,Financials,17376
2025-05-22,Football,0
2025-05-22,Other,0
2025-05-22,Politics,1737
2025-05-22,Science and Technology,0
2025-05-22,Weather,1949
2025-05-23,Basketball (pro),0
2025-05-23,Commodities,87552
2025-05-23,Crypto,0
2025-05-23,Economics,5761
2025-05-23,Financials,19831
2025-05-23,Football,0
2025-05-23,Other,0
2025-05-23,Politics,1461
2025-05-23,Science and Technology,0
2025-05-23,Weather,1252
2025-05-24,Basketball (pro),0
2025-05-24,Commodities,0
2025-05-24,Crypto,0
2025-05-24,Economics,158
2025-05-24,Financials,0
2025-05-24,Football,0
2025-05-24,Other,0
2025-05-24,Politics,1
2025-05-24,Science and Technology,0
2025-05-24,Weather,100
2025-05-25,Basketball (pro),0
2025-05-25,Commodities,11
2025-05-25,Crypto,0
2025-05-25,Economics,1965
2025-05-25,Financials,0
2025-05-25,Football,0
2025-05-25,Other,0
2025-05-25,Politics,292
2025-05-25,Science and Technology,0
2025-05-25,Weather,386
2025-05-26,Basketball (pro),0
2025-05-26,Commodities,892
2025-05-26,Crypto,0
2025-05-26,Economics,3297
2025-05-26,Financials,6750
2025-05-26,Football,0
2025-05-26,Other,0
2025-05-26,Politics,355
2025-05-26,Science and Technology,0
2025-05-26,Weather,181
2025-05-27,Basketball (pro),0
2025-05-27,Commodities,12048
2025-05-27,Crypto,0
2025-05-27,Economics,7629
2025-05-27,Financials,8579
2025-05-27,Football,0
2025-05-27,Other,0
2025-05-27,Politics,728
2025-05-27,Science and Technology,0
2025-05-27,Weather,988
2025-05-28,Basketball (pro),0
2025-05-28,Commodities,18413
2025-05-28,Crypto,0
2025-05-28,Economics,6578
2025-05-28,Financials,32200
2025-05-28,Football,0
2025-05-28,Other,0
2025-05-28,Politics,641
2025-05-28,Science and Technology,0
2025-05-28,Weather,1401
2025-05-29,Basketball (pro),0
2025-05-29,Commodities,43455
2025-05-29,Crypto,0
2025-05-29,Economics,8403
2025-05-29,Financials,13268
2025-05-29,Football,0
2025-05-29,Other,0
2025-05-29,Politics,764
2025-05-29,Science and Technology,0
2025-05-29,Weather,1540
2025-05-30,Basketball (pro),0
2025-05-30,Commodities,48773
2025-05-30,Crypto,0
2025-05-30,Economics,13260
2025-05-30,Financials,22435
2025-05-30,Football,0
2025-05-30,Other,0
2025-05-30,Politics,2062
2025-05-30,Science and Technology,0
2025-05-30,Weather,665
2025-05-31,Basketball (pro),0
2025-05-31,Commodities,0
2025-05-31,Crypto,0
2025-05-31,Economics,2468
2025-05-31,Financials,0
2025-05-31,Football,0
2025-05-31,Other,0
2025-05-31,Politics,120
2025-05-31,Science and Technology,0
2025-05-31,Weather,0
2025-06-01,Basketball (pro),0
2025-06-01,Commodities,660
2025-06-01,Crypto,0
2025-06-01,Economics,3374
2025-06-01,Financials,200
2025-06-01,Football,0
2025-06-01,Other,0
2025-06-01,Politics,680
2025-06-01,Science and Technology,0
2025-06-01,Weather,320
2025-06-02,Basketball (pro),0
2025-06-02,Commodities,28035
2025-06-02,Crypto,0
2025-06-02,Economics,12727
2025-06-02,Financials,36681
2025-06-02,Football,0
2025-06-02,Other,0
2025-06-02,Politics,460
2025-06-02,Science and Technology,0
2025-06-02,Weather,841
2025-06-03,Basketball (pro),0
2025-06-03,Commodities,18214
2025-06-03,Crypto,0
2025-06-03,Economics,9686
2025-06-03,Financials,151331
2025-06-03,Football,0
2025-06-03,Other,0
2025-06-03,Politics,1149
2025-06-03,Science and Technology,0
2025-06-03,Weather,3120
2025-06-04,Basketball (pro),0
2025-06-04,Commodities,36512
2025-06-04,Crypto,0
2025-06-04,Economics,15628
2025-06-04,Financials,85038
2025-06-04,Football,0
2025-06-04,Other,0
2025-06-04,Politics,126
2025-06-04,Science and Technology,0
2025-06-04,Weather,9050
2025-06-05,Basketball (pro),0
2025-06-05,Commodities,81117
2025-06-05,Crypto,0
2025-06-05,Economics,25751
2025-06-05,Financials,13100
2025-06-05,Football,0
2025-06-05,Other,0
2025-06-05,Politics,1749
2025-06-05,Science and Technology,0
2025-06-05,Weather,2355
2025-06-06,Basketball (pro),0
2025-06-06,Commodities,39741
2025-06-06,Crypto,0
2025-06-06,Economics,26019
2025-06-06,Financials,79995
2025-06-06,Football,0
2025-06-06,Other,0
2025-06-06,Politics,16283
2025-06-06,Science and Technology,0
2025-06-06,Weather,842
2025-06-07,Basketball (pro),0
2025-06-07,Commodities,90
2025-06-07,Crypto,0
2025-06-07,Economics,651
2025-06-07,Financials,0
2025-06-07,Football,0
2025-06-07,Other,0
2025-06-07,Politics,505
2025-06-07,Science and Technology,0
2025-06-07,Weather,32
2025-06-08,Basketball (pro),0
2025-06-08,Commodities,0
2025-06-08,Crypto,0
2025-06-08,Economics,1676
2025-06-08,Financials,0
2025-06-08,Football,0
2025-06-08,Other,0
2025-06-08,Politics,278
2025-06-08,Science and Technology,0
2025-06-08,Weather,477
2025-06-09,Basketball (pro),0
2025-06-09,Commodities,23233
2025-06-09,Crypto,0
2025-06-09,Economics,4290
2025-06-09,Financials,149827
2025-06-09,Football,0
2025-06-09,Other,0
2025-06-09,Politics,2073
2025-06-09,Science and Technology,0
2025-06-09,Weather,560
2025-06-10,Basketball (pro),0
2025-06-10,Commodities,13635
2025-06-10,Crypto,0
2025-06-10,Economics,10147
2025-06-10,Financials,269879
2025-06-10,Football,0
2025-06-10,Other,0
2025-06-10,Politics,1010
2025-06-10,Science and Technology,0
2025-06-10,Weather,327
2025-06-11,Basketball (pro),0
2025-06-11,Commodities,23906
2025-06-11,Crypto,0
2025-06-11,Economics,21235
2025-06-11,Financials,339500
2025-06-11,Football,0
2025-06-11,Other,0
2025-06-11,Politics,14700
2025-06-11,Science and Technology,0
2025-06-11,Weather,259
2025-06-12,Basketball (pro),0
2025-06-12,Commodities,42761
2025-06-12,Crypto,0
2025-06-12,Economics,7561
2025-06-12,Financials,69217
2025-06-12,Football,0
2025-06-12,Other,0
2025-06-12,Politics,43339
2025-06-12,Science and Technology,0
2025-06-12,Weather,756
2025-06-13,Basketball (pro),0
2025-06-13,Commodities,52130
2025-06-13,Crypto,0
2025-06-13,Economics,9649
2025-06-13,Financials,159203
2025-06-13,Football,0
2025-06-13,Other,0
2025-06-13,Politics,21605
2025-06-13,Science and Technology,0
2025-06-13,Weather,223
2025-06-14,Basketball (pro),0
2025-06-14,Commodities,0
2025-06-14,Crypto,0
2025-06-14,Economics,1126
2025-06-14,Financials,0
2025-06-14,Football,0
2025-06-14,Other,0
2025-06-14,Politics,20
2025-06-14,Science and Technology,0
2025-06-14,Weather,10
2025-06-15,Basketball (pro),0
2025-06-15,Commodities,0
2025-06-15,Crypto,0
2025-06-15,Economics,1021
2025-06-15,Financials,0
2025-06-15,Football,0
2025-06-15,Other,0
2025-06-15,Politics,306
2025-06-15,Science and Technology,0
2025-06-15,Weather,537
2025-06-16,Basketball (pro),0
2025-06-16,Commodities,14292
2025-06-16,Crypto,0
2025-06-16,Economics,6730
2025-06-16,Financials,141629
2025-06-16,Football,0
2025-06-16,Other,0
2025-06-16,Politics,3652
2025-06-16,Science and Technology,0
2025-06-16,Weather,913
2025-06-17,Basketball (pro),0
2025-06-17,Commodities,27370
2025-06-17,Crypto,0
2025-06-17,Economics,11219
2025-06-17,Financials,57022
2025-06-17,Football,0
2025-06-17,Other,0
2025-06-17,Politics,101965
2025-06-17,Science and Technology,0
2025-06-17,Weather,538
2025-06-18,Basketball (pro),0
2025-06-18,Commodities,12322
2025-06-18,Crypto,0
2025-06-18,Economics,100992
2025-06-18,Financials,156732
2025-06-18,Football,0
2025-06-18,Other,0
2025-06-18,Politics,4831
2025-06-18,Science and Technology,0
2025-06-18,Weather,918
2025-06-19,Basketball (pro),0
2025-06-19,Commodities,1620
2025-06-19,Crypto,0
2025-06-19,Economics,9785
2025-06-19,Financials,73910
2025-06-19,Football,0
2025-06-19,Other,0
2025-06-19,Politics,1053
2025-06-19,Science and Technology,0
2025-06-19,Weather,622
2025-06-20,Basketball (pro),0
2025-06-20,Commodities,22601
2025-06-20,Crypto,0
2025-06-20,Economics,12472
2025-06-20,Financials,100733
2025-06-20,Football,0
2025-06-20,Other,0
2025-06-20,Politics,4374
2025-06-20,Science and Technology,0
2025-06-20,Weather,527
2025-06-21,Basketball (pro),0
2025-06-21,Commodities,0
2025-06-21,Crypto,0
2025-06-21,Economics,230
2025-06-21,Financials,0
2025-06-21,Football,0
2025-06-21,Other,0
2025-06-21,Politics,986
2025-06-21,Science and Technology,0
2025-06-21,Weather,0
2025-06-22,Basketball (pro),0
2025-06-22,Commodities,2
2025-06-22,Crypto,0
2025-06-22,Economics,5391
2025-06-22,Financials,1
2025-06-22,Football,0
2025-06-22,Other,0
2025-06-22,Politics,1981
2025-06-22,Science and Technology,0
2025-06-22,Weather,111
2025-06-23,Basketball (pro),0
2025-06-23,Commodities,59497
2025-06-23,Crypto,0
2025-06-23,Economics,27985
2025-06-23,Financials,116218
2025-06-23,Football,0
2025-06-23,Other,0
2025-06-23,Politics,22318
2025-06-23,Science and Technology,0
2025-06-23,Weather,194
2025-06-24,Basketball (pro),0
2025-06-24,Commodities,10278
2025-06-24,Crypto,0
2025-06-24,Economics,14946
2025-06-24,Financials,42348
2025-06-24,Football,0
2025-06-24,Other,0
2025-06-24,Politics,169221
2025-06-24,Science and Technology,0
2025-06-24,Weather,1354
2025-06-25,Basketball (pro),0
2025-06-25,Commodities,14058
2025-06-25,Crypto,0
2025-06-25,Economics,19728
2025-06-25,Financials,22535
2025-06-25,Football,0
2025-06-25,Other,0
2025-06-25,Politics,269169
2025-06-25,Science and Technology,0
2025-06-25,Weather,1120
2025-06-26,Basketball (pro),0
2025-06-26,Commodities,6338
2025-06-26,Crypto,280
2025-06-26,Economics,17878
2025-06-26,Financials,13301
2025-06-26,Football,0
2025-06-26,Other,0
2025-06-26,Politics,9308
2025-06-26,Science and Technology,0
2025-06-26,Weather,940
2025-06-27,Basketball (pro),0
2025-06-27,Commodities,215310
2025-06-27,Crypto,4621
2025-06-27,Economics,39113
2025-06-27,Financials,61712
2025-06-27,Football,0
2025-06-27,Other,0
2025-06-27,Politics,3827
2025-06-27,Science and Technology,0
2025-06-27,Weather,990
2025-06-28,Basketball (pro),0
2025-06-28,Commodities,0
2025-06-28,Crypto,0
2025-06-28,Economics,2989
2025-06-28,Financials,0
2025-06-28,Football,0
2025-06-28,Other,0
2025-06-28,Politics,160
2025-06-28,Science and Technology,0
2025-06-28,Weather,20
2025-06-29,Basketball (pro),0
2025-06-29,Commodities,1350
2025-06-29,Crypto,1
2025-06-29,Economics,5819
2025-06-29,Financials,100
2025-06-29,Football,0
2025-06-29,Other,0
2025-06-29,Politics,50
2025-06-29,Science and Technology,0
2025-06-29,Weather,783
2025-06-30,Basketball (pro),0
2025-06-30,Commodities,22347
2025-06-30,Crypto,6699
2025-06-30,Economics,70103
2025-06-30,Financials,28751
2025-06-30,Football,0
2025-06-30,Other,0
2025-06-30,Politics,1398
2025-06-30,Science and Technology,0
2025-06-30,Weather,886
2025-07-01,Basketball (pro),0
2025-07-01,Commodities,85005
2025-07-01,Crypto,7804
2025-07-01,Economics,9257
2025-07-01,Financials,77461
2025-07-01,Football,0
2025-07-01,Other,0
2025-07-01,Politics,1412
2025-07-01,Science and Technology,0
2025-07-01,Weather,425
2025-07-02,Basketball (pro),0
2025-07-02,Commodities,20763
2025-07-02,Crypto,4667
2025-07-02,Economics,22923
2025-07-02,Financials,86306
2025-07-02,Football,0
2025-07-02,Other,0
2025-07-02,Politics,13880
2025-07-02,Science and Technology,0
2025-07-02,Weather,91
2025-07-03,Basketball (pro),0
2025-07-03,Commodities,20764
2025-07-03,Crypto,14614
2025-07-03,Economics,17471
2025-07-03,Financials,31611
2025-07-03,Football,0
2025-07-03,Other,0
2025-07-03,Politics,341135
2025-07-03,Science and Technology,0
2025-07-03,Weather,1127
2025-07-04,Basketball (pro),0
2025-07-04,Commodities,2830
2025-07-04,Crypto,24702
2025-07-04,Economics,11706
2025-07-04,Financials,135732
2025-07-04,Football,0
2025-07-04,Other,0
2025-07-04,Politics,14708
2025-07-04,Science and Technology,0
2025-07-04,Weather,3290
2025-07-05,Basketball (pro),0
2025-07-05,Commodities,60
2025-07-05,Crypto,200
2025-07-05,Economics,2907
2025-07-05,Financials,0
2025-07-05,Football,0
2025-07-05,Other,0
2025-07-05,Politics,86053
2025-07-05,Science and Technology,0
2025-07-05,Weather,0
2025-07-06,Basketball (pro),0
2025-07-06,Commodities,10
2025-07-06,Crypto,1
2025-07-06,Economics,4910
2025-07-06,Financials,0
2025-07-06,Football,0
2025-07-06,Other,0
2025-07-06,Politics,706603
2025-07-06,Science and Technology,0
2025-07-06,Weather,820
2025-07-07,Basketball (pro),0
2025-07-07,Commodities,28128
2025-07-07,Crypto,40217
2025-07-07,Economics,14024
2025-07-07,Financials,82121
2025-07-07,Football,0
2025-07-07,Other,0
2025-07-07,Politics,21333
2025-07-07,Science and Technology,0
2025-07-07,Weather,1570
2025-07-08,Basketball (pro),0
2025-07-08,Commodities,13187
2025-07-08,Crypto,8798
2025-07-08,Economics,22626
2025-07-08,Financials,55187
2025-07-08,Football,0
2025-07-08,Other,0
2025-07-08,Politics,9167
2025-07-08,Science and Technology,0
2025-07-08,Weather,1266
2025-07-09,Basketball (pro),0
2025-07-09,Commodities,32374
2025-07-09,Crypto,10751
2025-07-09,Economics,8156
2025-07-09,Financials,89440
2025-07-09,Football,0
2025-07-09,Other,0
2025-07-09,Politics,8559
2025-07-09,Science and Technology,0
2025-07-09,Weather,1073
2025-07-10,Basketball (pro),0
2025-07-10,Commodities,29764
2025-07-10,Crypto,5899
2025-07-10,Economics,9099
2025-07-10,Financials,31958
2025-07-10,Football,0
2025-07-10,Other,0
2025-07-10,Politics,22271
2025-07-10,Science and Technology,0
2025-07-10,Weather,2391
2025-07-11,Basketball (pro),0
2025-07-11,Commodities,32639
2025-07-11,Crypto,4698
2025-07-11,Economics,8894
2025-07-11,Financials,35674
2025-07-11,Football,0
2025-07-11,Other,0
2025-07-11,Politics,140138
2025-07-11,Science and Technology,0
2025-07-11,Weather,1849
2025-07-12,Basketball (pro),0
2025-07-12,Commodities,0
2025-07-12,Crypto,0
2025-07-12,Economics,2890
2025-07-12,Financials,0
2025-07-12,Football,0
2025-07-12,Other,0
2025-07-12,Politics,1545
2025-07-12,Science and Technology,0
2025-07-12,Weather,310
2025-07-13,Basketball (pro),0
2025-07-13,Commodities,0
2025-07-13,Crypto,100
2025-07-13,Economics,3799
2025-07-13,Financials,83
2025-07-13,Football,0
2025-07-13,Other,0
2025-07-13,Politics,6826
2025-07-13,Science and Technology,0
2025-07-13,Weather,40
2025-07-14,Basketball (pro),0
2025-07-14,Commodities,15195
2025-07-14,Crypto,9496
2025-07-14,Economics,13176
2025-07-14,Financials,43143
2025-07-14,Football,0
2025-07-14,Other,0
2025-07-14,Politics,31697
2025-07-14,Science and Technology,0
2025-07-14,Weather,170
2025-07-15,Basketball (pro),0
2025-07-15,Commodities,23872
2025-07-15,Crypto,11125
2025-07-15,Economics,14021
2025-07-15,Financials,54613
2025-07-15,Football,0
2025-07-15,Other,0
2025-07-15,Politics,14108
2025-07-15,Science and Technology,0
2025-07-15,Weather,550
2025-07-16,Basketball (pro),0
2025-07-16,Commodities,14662
2025-07-16,Crypto,15134
2025-07-16,Economics,25824
2025-07-16,Financials,29466
2025-07-16,Football,0
2025-07-16,Other,0
2025-07-16,Politics,56481
2025-07-16,Science and Technology,0
2025-07-16,Weather,870
2025-07-17,Basketball (pro),0
2025-07-17,Commodities,32770
2025-07-17,Crypto,17247
2025-07-17,Economics,49395
2025-07-17,Financials,17777
2025-07-17,Football,0
2025-07-17,Other,0
2025-07-17,Politics,13683
2025-07-17,Science and Technology,0
2025-07-17,Weather,350
2025-07-18,Basketball (pro),0
2025-07-18,Commodities,28983
2025-07-18,Crypto,12283
2025-07-18,Economics,14051
2025-07-18,Financials,32185
2025-07-18,Football,0
2025-07-18,Other,0
2025-07-18,Politics,18959
2025-07-18,Science and Technology,0
2025-07-18,Weather,660
2025-07-19,Basketball (pro),0
2025-07-19,Commodities,0
2025-07-19,Crypto,0
2025-07-19,Economics,312
2025-07-19,Financials,0
2025-07-19,Football,0
2025-07-19,Other,0
2025-07-19,Politics,2165
2025-07-19,Science and Technology,0
2025-07-19,Weather,0
2025-07-20,Basketball (pro),0
2025-07-20,Commodities,0
2025-07-20,Crypto,10410
2025-07-20,Economics,8843
2025-07-20,Financials,0
2025-07-20,Football,0
2025-07-20,Other,0
2025-07-20,Politics,7182
2025-07-20,Science and Technology,0
2025-07-20,Weather,390
2025-07-21,Basketball (pro),0
2025-07-21,Commodities,10538
2025-07-21,Crypto,15972
2025-07-21,Economics,4888
2025-07-21,Financials,22746
2025-07-21,Football,0
2025-07-21,Other,0
2025-07-21,Politics,14961
2025-07-21,Science and Technology,0
2025-07-21,Weather,380
2025-07-22,Basketball (pro),0
2025-07-22,Commodities,20478
2025-07-22,Crypto,6773
2025-07-22,Economics,14534
2025-07-22,Financials,23081
2025-07-22,Football,0
2025-07-22,Other,0
2025-07-22,Politics,39187
2025-07-22,Science and Technology,0
2025-07-22,Weather,520
2025-07-23,Basketball (pro),0
2025-07-23,Commodities,11540
2025-07-23,Crypto,6950
2025-07-23,Economics,8211
2025-07-23,Financials,19902
2025-07-23,Football,0
2025-07-23,Other,0
2025-07-23,Politics,10994
2025-07-23,Science and Technology,0
2025-07-23,Weather,1625
2025-07-24,Basketball (pro),0
2025-07-24,Commodities,25390
2025-07-24,Crypto,8529
2025-07-24,Economics,66538
2025-07-24,Financials,12195
2025-07-24,Football,0
2025-07-24,Other,0
2025-07-24,Politics,30276
2025-07-24,Science and Technology,0
2025-07-24,Weather,380
2025-07-25,Basketball (pro),0
2025-07-25,Commodities,4249
2025-07-25,Crypto,9215
2025-07-25,Economics,23063
2025-07-25,Financials,28174
2025-07-25,Football,0
2025-07-25,Other,0
2025-07-25,Politics,15372
2025-07-25,Science and Technology,0
2025-07-25,Weather,270
2025-07-26,Basketball (pro),0
2025-07-26,Commodities,0
2025-07-26,Crypto,0
2025-07-26,Economics,6676
2025-07-26,Financials,0
2025-07-26,Football,0
2025-07-26,Other,0
2025-07-26,Politics,361
2025-07-26,Science and Technology,0
2025-07-26,Weather,0
2025-07-27,Basketball (pro),0
2025-07-27,Commodities,190
2025-07-27,Crypto,301
2025-07-27,Economics,16008
2025-07-27,Financials,0
2025-07-27,Football,0
2025-07-27,Other,0
2025-07-27,Politics,2162
2025-07-27,Science and Technology,0
2025-07-27,Weather,50
2025-07-28,Basketball (pro),0
2025-07-28,Commodities,9364
2025-07-28,Crypto,12639
2025-07-28,Economics,24992
2025-07-28,Financials,44719
2025-07-28,Football,0
2025-07-28,Other,0
2025-07-28,Politics,5460
2025-07-28,Science and Technology,0
2025-07-28,Weather,1819
2025-07-29,Basketball (pro),0
2025-07-29,Commodities,18409
2025-07-29,Crypto,6494
2025-07-29,Economics,69689
2025-07-29,Financials,60269
2025-07-29,Football,0
2025-07-29,Other,0
2025-07-29,Politics,28123
2025-07-29,Science and Technology,0
2025-07-29,Weather,1413
2025-07-30,Basketball (pro),0
2025-07-30,Commodities,51581
2025-07-30,Crypto,11081
2025-07-30,Economics,41848
2025-07-30,Financials,36853
2025-07-30,Football,0
2025-07-30,Other,0
2025-07-30,Politics,172207
2025-07-30,Science and Technology,0
2025-07-30,Weather,330
2025-07-31,Basketball (pro),0
2025-07-31,Commodities,16534
2025-07-31,Crypto,7616
2025-07-31,Economics,34614
2025-07-31,Financials,41456
2025-07-31,Football,0
2025-07-31,Other,0
2025-07-31,Politics,142561
2025-07-31,Science and Technology,0
2025-07-31,Weather,491
2025-08-01,Basketball (pro),0
2025-08-01,Commodities,36255
2025-08-01,Crypto,17485
2025-08-01,Economics,26796
2025-08-01,Financials,12160
2025-08-01,Football,0
2025-08-01,Other,0
2025-08-01,Politics,95502
2025-08-01,Science and Technology,0
2025-08-01,Weather,4496
2025-08-02,Basketball (pro),0
2025-08-02,Commodities,0
2025-08-02,Crypto,0
2025-08-02,Economics,378
2025-08-02,Financials,800
2025-08-02,Football,0
2025-08-02,Other,0
2025-08-02,Politics,10
2025-08-02,Science and Technology,0
2025-08-02,Weather,0
2025-08-03,Basketball (pro),0
2025-08-03,Commodities,3
2025-08-03,Crypto,2863
2025-08-03,Economics,9649
2025-08-03,Financials,0
2025-08-03,Football,0
2025-08-03,Other,0
2025-08-03,Politics,5489
2025-08-03,Science and Technology,0
2025-08-03,Weather,205
2025-08-04,Basketball (pro),0
2025-08-04,Commodities,25880
2025-08-04,Crypto,9330
2025-08-04,Economics,19749
2025-08-04,Financials,19215
2025-08-04,Football,0
2025-08-04,Other,0
2025-08-04,Politics,25010
2025-08-04,Science and Technology,0
2025-08-04,Weather,620
2025-08-05,Basketball (pro),0
2025-08-05,Commodities,59285
2025-08-05,Crypto,8393
2025-08-05,Economics,9518
2025-08-05,Financials,15462
2025-08-05,Football,0
2025-08-05,Other,0
2025-08-05,Politics,240864
2025-08-05,Science and Technology,0
2025-08-05,Weather,310
2025-08-06,Basketball (pro),0
2025-08-06,Commodities,28066
2025-08-06,Crypto,5377
2025-08-06,Economics,13558
2025-08-06,Financials,23256
2025-08-06,Football,0
2025-08-06,Other,0
2025-08-06,Politics,105610
2025-08-06,Science and Technology,0
2025-08-06,Weather,465
2025-08-07,Basketball (pro),0
2025-08-07,Commodities,26465
2025-08-07,Crypto,6780
2025-08-07,Economics,12904
2025-08-07,Financials,83979
2025-08-07,Football,0
2025-08-07,Other,0
2025-08-07,Politics,4943
2025-08-07,Science and Technology,0
2025-08-07,Weather,2898
2025-08-08,Basketball (pro),0
2025-08-08,Commodities,41930
2025-08-08,Crypto,7370
2025-08-08,Economics,5718
2025-08-08,Financials,44122
2025-08-08,Football,0
2025-08-08,Other,0
2025-08-08,Politics,109387
2025-08-08,Science and Technology,0
2025-08-08,Weather,411
2025-08-09,Basketball (pro),0
2025-08-09,Commodities,0
2025-08-09,Crypto,0
2025-08-09,Economics,255
2025-08-09,Financials,0
2025-08-09,Football,0
2025-08-09,Other,0
2025-08-09,Politics,3501
2025-08-09,Science and Technology,0
2025-08-09,Weather,10
2025-08-10,Basketball (pro),0
2025-08-10,Commodities,20
2025-08-10,Crypto,35
2025-08-10,Economics,2510
2025-08-10,Financials,0
2025-08-10,Football,0
2025-08-10,Other,0
2025-08-10,Politics,10464
2025-08-10,Science and Technology,0
2025-08-10,Weather,420
2025-08-11,Basketball (pro),0
2025-08-11,Commodities,56002
2025-08-11,Crypto,14095
2025-08-11,Economics,13760
2025-08-11,Financials,34516
2025-08-11,Football,0
2025-08-11,Other,0
2025-08-11,Politics,2573
2025-08-11,Science and Technology,0
2025-08-11,Weather,1558
2025-08-12,Basketball (pro),0
2025-08-12,Commodities,32454
2025-08-12,Crypto,8072
2025-08-12,Economics,28261
2025-08-12,Financials,32425
2025-08-12,Football,0
2025-08-12,Other,0
2025-08-12,Politics,37110
2025-08-12,Science and Technology,0
2025-08-12,Weather,2172
2025-08-13,Basketball (pro),0
2025-08-13,Commodities,29879
2025-08-13,Crypto,6635
2025-08-13,Economics,66879
2025-08-13,Financials,21150
2025-08-13,Football,0
2025-08-13,Other,0
2025-08-13,Politics,40106
2025-08-13,Science and Technology,0
2025-08-13,Weather,430
2025-08-14,Basketball (pro),0
2025-08-14,Commodities,27543
2025-08-14,Crypto,19580
2025-08-14,Economics,17286
2025-08-14,Financials,25730
2025-08-14,Football,0
2025-08-14,Other,0
2025-08-14,Politics,93821
2025-08-14,Science and Technology,0
2025-08-14,Weather,961
2025-08-15,Basketball (pro),0
2025-08-15,Commodities,17291
2025-08-15,Crypto,11305
2025-08-15,Economics,32385
2025-08-15,Financials,41887
2025-08-15,Football,0
2025-08-15,Other,0
2025-08-15,Politics,202555
2025-08-15,Science and Technology,0
2025-08-15,Weather,222
2025-08-16,Basketball (pro),0
2025-08-16,Commodities,0
2025-08-16,Crypto,200
2025-08-16,Economics,574
2025-08-16,Financials,0
2025-08-16,Football,0
2025-08-16,Other,0
2025-08-16,Politics,200
2025-08-16,Science and Technology,0
2025-08-16,Weather,20
2025-08-17,Basketball (pro),0
2025-08-17,Commodities,212
2025-08-17,Crypto,1865
2025-08-17,Economics,5461
2025-08-17,Financials,0
2025-08-17,Football,0
2025-08-17,Other,0
2025-08-17,Politics,150
2025-08-17,Science and Technology,0
2025-08-17,Weather,40
2025-08-18,Basketball (pro),0
2025-08-18,Commodities,7333
2025-08-18,Crypto,7117
2025-08-18,Economics,30167
2025-08-18,Financials,20314
2025-08-18,Football,0
2025-08-18,Other,0
2025-08-18,Politics,5457
2025-08-18,Science and Technology,0
2025-08-18,Weather,90
2025-08-19,Basketball (pro),0
2025-08-19,Commodities,19029
2025-08-19,Crypto,8531
2025-08-19,Economics,29604
2025-08-19,Financials,15120
2025-08-19,Football,0
2025-08-19,Other,0
2025-08-19,Politics,111799
2025-08-19,Science and Technology,0
2025-08-19,Weather,1400
2025-08-20,Basketball (pro),0
2025-08-20,Commodities,695
2025-08-20,Crypto,6978
2025-08-20,Economics,63689
2025-08-20,Financials,10976
2025-08-20,Football,0
2025-08-20,Other,0
2025-08-20,Politics,156813
2025-08-20,Science and Technology,0
2025-08-20,Weather,2250
2025-08-21,Basketball (pro),0
2025-08-21,Commodities,25250
2025-08-21,Crypto,4324
2025-08-21,Economics,27033
2025-08-21,Financials,18507
2025-08-21,Football,0
2025-08-21,Other,0
2025-08-21,Politics,26056
2025-08-21,Science and Technology,0
2025-08-21,Weather,602
2025-08-22,Basketball (pro),0
2025-08-22,Commodities,21626
2025-08-22,Crypto,6592
2025-08-22,Economics,113460
2025-08-22,Financials,22804
2025-08-22,Football,0
2025-08-22,Other,0
